person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,loan_status
38,75996,MORTGAGE,12.0,DEBTCONSOLIDATION,A,3500,7.29,0.05,N,13,0
39,108000,MORTGAGE,6.0,EDUCATION,D,30000,16.49,0.28,Y,11,1
24,117996,MORTGAGE,6.0,VENTURE,E,18000,17.04,0.15,Y,3,0
31,50000,MORTGAGE,7.0,VENTURE,A,6000,5.99,0.12,N,8,0
33,50800,RENT,16.0,VENTURE,E,10000,16.4,0.2,Y,10,0
26,21000,RENT,3.0,PERSONAL,A,5000,6.99,0.24,N,3,0
27,60000,MORTGAGE,9.0,PERSONAL,A,5000,7.88,0.08,N,5,0
33,95000,MORTGAGE,1.0,EDUCATION,D,24000,12.92,0.25,Y,5,0
24,80000,RENT,0.0,EDUCATION,C,10000,,0.13,Y,4,0
23,24000,RENT,4.0,EDUCATION,A,6000,5.42,0.25,N,4,0
39,60000,RENT,3.0,HOMEIMPROVEMENT,B,3800,10.37,0.06,N,14,0
37,72000,MORTGAGE,9.0,EDUCATION,C,1600,13.92,0.02,Y,16,0
23,75000,RENT,6.0,DEBTCONSOLIDATION,A,13000,6.91,0.17,N,2,0
24,35000,RENT,3.0,VENTURE,C,8400,12.87,0.24,Y,4,0
26,85000,MORTGAGE,10.0,VENTURE,C,2200,13.43,0.03,N,3,0
25,43633,MORTGAGE,3.0,DEBTCONSOLIDATION,D,9000,15.62,0.21,N,3,1
29,60000,MORTGAGE,1.0,VENTURE,B,5600,12.42,0.09,N,10,0
25,51000,MORTGAGE,9.0,DEBTCONSOLIDATION,D,5500,16.77,0.11,Y,2,1
37,53976,RENT,,VENTURE,D,4400,15.62,0.08,Y,11,1
32,85000,MORTGAGE,1.0,HOMEIMPROVEMENT,C,7500,10.78,0.09,N,10,0
24,45336,MORTGAGE,8.0,MEDICAL,A,10000,5.99,0.22,N,2,0
26,143375,MORTGAGE,10.0,MEDICAL,A,12000,7.66,0.08,N,3,0
23,74000,MORTGAGE,3.0,VENTURE,C,10000,,0.14,Y,3,1
38,26300,RENT,1.0,DEBTCONSOLIDATION,C,7500,13.47,0.29,N,12,1
22,24000,RENT,2.0,PERSONAL,A,5000,8.94,0.21,N,3,0
31,179000,MORTGAGE,13.0,MEDICAL,C,11200,14.27,0.06,N,5,0
21,42000,RENT,5.0,VENTURE,D,1000,15.58,0.02,N,4,1
29,47500,MORTGAGE,14.0,VENTURE,A,3500,8.9,0.07,N,9,0
28,59000,MORTGAGE,12.0,VENTURE,A,5000,7.14,0.08,N,8,0
30,55000,MORTGAGE,0.0,EDUCATION,D,12000,13.55,0.22,N,5,0
23,60000,MORTGAGE,7.0,PERSONAL,A,6000,8.9,0.1,N,4,0
21,20000,RENT,,MEDICAL,B,5600,10.75,0.28,N,4,0
25,27096,RENT,7.0,DEBTCONSOLIDATION,A,5000,7.9,0.18,N,2,1
30,110000,MORTGAGE,0.0,MEDICAL,A,6000,6.92,0.05,N,8,0
22,50000,OWN,6.0,VENTURE,A,6400,6.92,0.13,N,4,0
22,38423,MORTGAGE,6.0,EDUCATION,A,2000,8.49,0.05,N,3,0
29,96050,MORTGAGE,7.0,MEDICAL,C,15200,13.85,0.13,Y,5,1
26,33996,RENT,1.0,MEDICAL,B,9600,9.88,0.28,N,2,0
31,78000,MORTGAGE,9.0,HOMEIMPROVEMENT,A,5000,5.79,0.06,N,10,0
27,145000,RENT,11.0,MEDICAL,B,5000,12.69,0.03,N,7,0
23,66996,MORTGAGE,7.0,MEDICAL,A,10000,9.32,0.15,N,3,0
22,48000,RENT,1.0,MEDICAL,C,1600,14.26,0.03,N,4,0
25,158000,MORTGAGE,10.0,VENTURE,C,20000,14.26,0.13,Y,2,0
23,43000,RENT,1.0,EDUCATION,B,10000,9.25,0.23,N,3,0
22,86000,RENT,6.0,MEDICAL,A,6000,5.42,0.07,N,3,0
21,40000,RENT,4.0,EDUCATION,A,5000,5.79,0.13,N,2,0
31,73000,RENT,2.0,VENTURE,A,7000,7.9,0.1,N,7,0
24,83000,MORTGAGE,6.0,HOMEIMPROVEMENT,A,10400,5.79,0.13,N,3,0
47,86500,MORTGAGE,13.0,MEDICAL,C,24000,,0.28,N,17,0
32,51250,RENT,2.0,MEDICAL,A,11000,7.29,0.21,N,5,0
36,75000,RENT,12.0,MEDICAL,A,7000,6.92,0.09,N,17,0
25,25716,RENT,1.0,MEDICAL,A,9250,6.54,0.36,N,3,1
23,30000,OWN,0.0,PERSONAL,B,3000,11.14,0.1,N,3,0
33,50000,RENT,2.0,DEBTCONSOLIDATION,B,14000,10.62,0.28,N,9,0
27,75400,MORTGAGE,3.0,MEDICAL,A,6000,7.74,0.08,N,9,0
39,60000,MORTGAGE,1.0,EDUCATION,C,17000,14.65,0.28,Y,14,0
39,73882,RENT,17.0,MEDICAL,B,7000,9.91,0.09,N,13,0
26,59000,RENT,3.0,EDUCATION,A,9600,7.49,0.16,N,3,1
34,69500,MORTGAGE,4.0,HOMEIMPROVEMENT,B,15000,,0.22,N,6,0
32,97000,MORTGAGE,6.0,HOMEIMPROVEMENT,B,5500,12.18,0.06,N,9,0
22,50000,RENT,1.0,VENTURE,A,7500,8.32,0.15,N,2,0
24,99000,MORTGAGE,8.0,EDUCATION,B,12250,9.88,0.12,N,2,0
33,55200,RENT,3.0,VENTURE,C,8100,,0.15,Y,10,0
58,85000,MORTGAGE,0.0,PERSONAL,B,8000,11.49,0.09,N,28,0
32,74280,MORTGAGE,4.0,DEBTCONSOLIDATION,B,6400,,0.09,N,10,0
25,175000,RENT,4.0,HOMEIMPROVEMENT,D,10000,15.05,0.06,N,3,0
34,120602,MORTGAGE,4.0,MEDICAL,C,20000,14.79,0.17,N,8,0
21,36000,MORTGAGE,1.0,DEBTCONSOLIDATION,A,8000,9.32,0.22,N,3,0
22,52800,OWN,,MEDICAL,A,7000,6.99,0.13,N,4,0
23,61498,MORTGAGE,5.0,PERSONAL,B,5000,11.36,0.08,N,2,0
22,63000,MORTGAGE,2.0,MEDICAL,C,8400,12.73,0.13,Y,4,0
36,36000,MORTGAGE,0.0,VENTURE,A,12000,9.63,0.33,N,15,0
21,46002,MORTGAGE,4.0,VENTURE,D,4000,,0.09,Y,3,0
28,39000,RENT,6.0,MEDICAL,D,8000,14.91,0.21,Y,7,1
37,79992,MORTGAGE,2.0,PERSONAL,C,9000,,0.11,Y,14,1
24,110000,RENT,5.0,PERSONAL,A,12000,7.9,0.11,N,3,0
32,70000,MORTGAGE,3.0,VENTURE,A,4000,5.79,0.06,N,5,0
25,19200,RENT,1.0,VENTURE,E,7000,16.82,0.36,Y,3,1
28,64000,RENT,1.0,PERSONAL,C,10000,11.66,0.16,N,5,0
25,100000,MORTGAGE,9.0,HOMEIMPROVEMENT,B,17600,10.59,0.18,N,2,0
30,522000,MORTGAGE,11.0,HOMEIMPROVEMENT,A,2500,7.43,0.0,N,9,0
22,71400,MORTGAGE,4.0,MEDICAL,C,21600,15.27,0.26,Y,2,1
32,21120,RENT,0.0,MEDICAL,A,10000,,0.47,N,6,1
31,60000,MORTGAGE,15.0,DEBTCONSOLIDATION,A,10000,9.63,0.17,N,8,0
27,86000,MORTGAGE,12.0,EDUCATION,A,23000,6.17,0.27,N,7,1
24,43500,RENT,6.0,MEDICAL,D,10000,13.62,0.23,Y,3,1
30,52500,RENT,2.0,HOMEIMPROVEMENT,B,20000,10.37,0.38,N,7,1
24,47480,RENT,8.0,MEDICAL,B,6900,9.88,0.15,N,2,0
24,80000,MORTGAGE,8.0,PERSONAL,B,8000,,0.1,N,4,0
25,67000,RENT,2.0,VENTURE,B,3600,9.99,0.05,N,4,0
24,60000,RENT,4.0,PERSONAL,B,12500,11.49,0.21,N,3,0
23,38400,MORTGAGE,2.0,DEBTCONSOLIDATION,D,15000,17.27,0.39,N,3,1
32,41400,OWN,,PERSONAL,A,10500,6.62,0.25,N,9,0
35,75000,MORTGAGE,9.0,EDUCATION,A,10000,7.29,0.13,N,9,0
27,100000,MORTGAGE,0.0,HOMEIMPROVEMENT,A,5000,8.07,0.05,N,10,0
27,98000,MORTGAGE,,PERSONAL,B,10000,12.69,0.1,N,7,0
23,36000,OWN,,VENTURE,A,5500,5.42,0.15,N,3,0
24,175500,MORTGAGE,4.0,EDUCATION,B,15000,12.18,0.09,N,3,0
39,29894,OWN,23.0,HOMEIMPROVEMENT,B,8000,9.63,0.27,N,17,0
25,44000,RENT,1.0,EDUCATION,D,15000,14.59,0.34,N,3,1
22,69000,MORTGAGE,6.0,PERSONAL,C,7800,12.41,0.11,Y,3,0
25,82000,MORTGAGE,3.0,HOMEIMPROVEMENT,B,15000,10.37,0.18,N,2,0
21,78000,RENT,4.0,VENTURE,A,10000,5.99,0.13,N,2,0
31,20000,OWN,1.0,HOMEIMPROVEMENT,A,5000,8.59,0.25,N,8,0
25,155000,MORTGAGE,3.0,PERSONAL,D,22000,16.0,0.14,Y,4,0
22,70000,MORTGAGE,1.0,DEBTCONSOLIDATION,A,4500,5.42,0.06,N,2,0
35,130000,RENT,6.0,MEDICAL,B,4375,,0.03,N,8,0
23,80000,MORTGAGE,4.0,MEDICAL,B,8000,10.99,0.1,N,3,0
21,24996,RENT,1.0,MEDICAL,D,3600,14.09,0.14,N,3,1
23,21000,OWN,7.0,VENTURE,B,7500,12.69,0.36,N,3,0
29,50000,RENT,11.0,EDUCATION,B,5000,10.37,0.1,N,5,0
23,55000,MORTGAGE,5.0,PERSONAL,A,15000,6.17,0.27,N,2,0
30,120000,MORTGAGE,13.0,EDUCATION,B,15000,,0.13,N,8,0
28,95000,MORTGAGE,12.0,HOMEIMPROVEMENT,A,3500,6.03,0.04,N,7,0
35,56000,MORTGAGE,1.0,HOMEIMPROVEMENT,B,15000,11.26,0.27,N,10,0
24,110004,MORTGAGE,8.0,DEBTCONSOLIDATION,C,16000,,0.15,N,3,0
36,72000,MORTGAGE,4.0,HOMEIMPROVEMENT,B,13000,,0.18,N,13,0
26,59000,MORTGAGE,5.0,MEDICAL,D,8000,15.99,0.14,Y,2,1
22,30000,OWN,6.0,VENTURE,A,6000,7.49,0.2,N,3,0
26,69000,RENT,0.0,DEBTCONSOLIDATION,F,24000,15.83,0.35,N,3,1
31,60000,MORTGAGE,4.0,HOMEIMPROVEMENT,B,9600,10.08,0.16,N,8,0
94,24000,RENT,1.0,MEDICAL,C,6500,,0.27,N,27,0
30,37200,OWN,,VENTURE,A,10000,6.03,0.27,N,10,0
23,57996,MORTGAGE,5.0,EDUCATION,A,8800,7.51,0.15,N,2,0
23,115275,RENT,7.0,EDUCATION,C,7500,11.28,0.07,Y,4,0
33,108000,RENT,11.0,VENTURE,B,3000,11.36,0.03,N,5,0
22,44400,RENT,3.0,VENTURE,C,12800,12.73,0.29,N,4,0
24,135000,RENT,8.0,VENTURE,B,16000,10.62,0.12,N,2,0
29,79800,MORTGAGE,2.0,DEBTCONSOLIDATION,A,6000,7.14,0.08,N,8,0
26,80400,RENT,6.0,MEDICAL,B,7000,10.65,0.09,N,2,0
30,40000,MORTGAGE,5.0,HOMEIMPROVEMENT,A,9600,8.49,0.24,N,10,0
37,44004,RENT,2.0,PERSONAL,C,9200,12.84,0.21,N,13,1
28,61200,RENT,12.0,MEDICAL,B,8000,10.38,0.11,N,8,1
27,48996,RENT,3.0,VENTURE,B,12000,12.53,0.24,N,6,0
27,157500,OWN,6.0,MEDICAL,C,25000,12.87,0.16,Y,6,0
28,35000,OWN,6.0,VENTURE,C,5000,14.27,0.14,Y,10,0
27,42072,RENT,3.0,VENTURE,B,5000,11.49,0.12,N,10,0
27,90000,RENT,7.0,VENTURE,C,10000,14.27,0.11,Y,8,0
37,30000,RENT,7.0,MEDICAL,B,10000,9.25,0.33,N,16,1
49,88400,MORTGAGE,4.0,MEDICAL,C,20000,13.92,0.23,Y,14,0
26,78000,MORTGAGE,7.0,PERSONAL,A,7200,6.62,0.09,N,2,0
24,69996,RENT,5.0,VENTURE,A,7500,7.49,0.11,N,2,0
31,82656,OTHER,10.0,DEBTCONSOLIDATION,C,6000,12.09,0.07,Y,9,0
40,62540,MORTGAGE,5.0,MEDICAL,F,7500,19.04,0.1,Y,12,1
34,120000,RENT,4.0,PERSONAL,B,12000,11.49,0.1,N,6,0
34,54072,MORTGAGE,12.0,MEDICAL,B,7000,11.89,0.13,N,9,0
29,99855,RENT,2.0,VENTURE,E,20000,17.06,0.2,N,8,1
24,70000,MORTGAGE,2.0,EDUCATION,C,6000,15.23,0.09,N,4,0
26,65000,MORTGAGE,11.0,HOMEIMPROVEMENT,A,10950,7.88,0.17,N,2,0
29,97000,RENT,4.0,VENTURE,B,25000,10.37,0.26,N,10,0
23,105999,MORTGAGE,6.0,VENTURE,B,8550,9.88,0.08,N,2,0
25,110000,MORTGAGE,8.0,DEBTCONSOLIDATION,A,5500,6.62,0.05,N,2,0
22,12000,RENT,0.0,EDUCATION,A,6700,7.66,0.56,N,4,1
23,71496,RENT,7.0,EDUCATION,A,10000,7.51,0.14,N,2,0
26,24856,RENT,0.0,DEBTCONSOLIDATION,A,3000,9.32,0.12,N,4,0
31,64000,MORTGAGE,15.0,DEBTCONSOLIDATION,C,20000,,0.31,Y,5,0
27,42000,MORTGAGE,2.0,VENTURE,C,20000,12.84,0.48,Y,7,0
27,30000,RENT,0.0,MEDICAL,C,5000,13.72,0.17,N,8,0
31,72000,RENT,6.0,PERSONAL,B,21000,11.99,0.29,N,6,1
28,56100,RENT,12.0,MEDICAL,A,8400,7.51,0.13,N,10,1
37,85000,RENT,21.0,VENTURE,A,1200,8.9,0.01,N,13,0
22,78000,OWN,6.0,PERSONAL,A,4000,7.74,0.05,N,4,0
27,40000,OWN,11.0,EDUCATION,A,6400,9.32,0.16,N,6,0
27,120000,RENT,4.0,DEBTCONSOLIDATION,A,12000,,0.1,N,5,0
22,110000,MORTGAGE,5.0,PERSONAL,C,8000,12.98,0.07,N,4,0
23,250000,MORTGAGE,7.0,EDUCATION,B,8800,10.0,0.04,N,2,0
23,75000,MORTGAGE,7.0,VENTURE,B,17000,11.12,0.23,N,2,0
23,30000,RENT,0.0,VENTURE,A,3600,6.17,0.12,N,2,0
43,48000,RENT,1.0,PERSONAL,B,6000,11.14,0.13,N,13,0
24,49920,RENT,0.0,MEDICAL,C,7200,13.06,0.14,Y,3,0
21,36000,RENT,5.0,HOMEIMPROVEMENT,C,4000,12.99,0.11,N,4,1
35,53000,RENT,2.0,HOMEIMPROVEMENT,B,4200,11.71,0.08,N,6,0
22,52000,RENT,6.0,EDUCATION,C,18000,,0.35,N,4,1
27,75000,OWN,11.0,PERSONAL,D,16000,16.89,0.21,Y,5,0
30,39500,RENT,3.0,EDUCATION,A,6925,7.88,0.18,N,9,0
25,191000,MORTGAGE,1.0,MEDICAL,B,10000,12.53,0.05,N,4,0
32,64000,RENT,1.0,HOMEIMPROVEMENT,B,10000,12.69,0.16,N,8,0
27,56253,RENT,11.0,VENTURE,B,10000,11.36,0.18,N,8,0
32,28600,RENT,3.0,VENTURE,B,6700,10.37,0.23,N,9,0
30,20000,RENT,1.0,PERSONAL,B,3000,11.49,0.15,N,8,1
24,54000,MORTGAGE,8.0,PERSONAL,A,13000,7.49,0.24,N,2,0
39,50000,RENT,8.0,PERSONAL,B,12000,11.71,0.24,N,15,0
26,39996,RENT,5.0,EDUCATION,C,4800,12.99,0.12,N,4,0
21,44000,RENT,5.0,VENTURE,D,8000,16.29,0.18,N,3,1
31,108000,MORTGAGE,11.0,DEBTCONSOLIDATION,C,35000,13.49,0.32,N,10,1
39,44000,MORTGAGE,2.0,MEDICAL,B,8000,9.63,0.18,N,17,0
35,50000,RENT,11.0,MEDICAL,B,16000,9.91,0.32,N,5,1
27,120000,MORTGAGE,4.0,HOMEIMPROVEMENT,D,25000,16.07,0.21,Y,10,0
22,37200,RENT,0.0,VENTURE,E,13000,16.0,0.35,N,2,1
28,31000,RENT,3.0,PERSONAL,D,6000,15.33,0.19,N,9,0
21,40000,RENT,2.0,DEBTCONSOLIDATION,B,8000,9.63,0.2,N,2,0
38,44000,OWN,2.0,VENTURE,B,7000,9.76,0.16,N,12,0
23,66000,MORTGAGE,1.0,EDUCATION,B,13200,11.14,0.2,N,4,0
27,42000,MORTGAGE,0.0,PERSONAL,C,8000,13.61,0.19,Y,9,0
23,55000,RENT,2.0,PERSONAL,B,8000,10.65,0.15,N,2,0
26,58125,MORTGAGE,10.0,VENTURE,B,6000,10.25,0.1,N,2,0
28,30000,MORTGAGE,4.0,DEBTCONSOLIDATION,C,7500,11.78,0.25,N,7,0
28,50000,MORTGAGE,3.0,VENTURE,A,5000,7.74,0.1,N,9,0
33,50500,MORTGAGE,2.0,MEDICAL,D,4000,,0.08,Y,8,1
29,98080,MORTGAGE,8.0,VENTURE,B,20000,8.88,0.2,N,9,0
25,44196,MORTGAGE,8.0,HOMEIMPROVEMENT,A,4000,7.51,0.09,N,3,0
28,80000,RENT,9.0,PERSONAL,B,18000,11.49,0.23,N,6,0
34,64000,MORTGAGE,13.0,PERSONAL,B,24000,10.71,0.38,N,7,1
25,37560,OWN,4.0,HOMEIMPROVEMENT,B,5000,10.99,0.13,N,3,0
24,148000,RENT,8.0,HOMEIMPROVEMENT,A,14000,5.42,0.09,N,2,0
39,35000,RENT,8.0,EDUCATION,C,8000,13.22,0.23,Y,14,0
23,81000,MORTGAGE,8.0,PERSONAL,B,10000,8.88,0.12,N,4,0
23,43949,RENT,7.0,MEDICAL,B,3000,11.49,0.07,N,3,0
26,84000,MORTGAGE,10.0,PERSONAL,B,7500,12.69,0.09,N,3,0
29,75000,RENT,6.0,HOMEIMPROVEMENT,B,6500,10.74,0.09,N,5,0
33,110000,MORTGAGE,10.0,MEDICAL,A,18000,6.99,0.16,N,9,0
23,65000,MORTGAGE,1.0,DEBTCONSOLIDATION,A,7000,8.49,0.11,N,4,0
29,71000,RENT,0.0,PERSONAL,A,19000,6.54,0.27,N,9,0
25,90000,MORTGAGE,3.0,VENTURE,B,25000,10.39,0.28,N,3,0
26,32956,OWN,10.0,MEDICAL,A,10000,8.49,0.3,N,3,0
24,90000,MORTGAGE,4.0,HOMEIMPROVEMENT,A,5000,8.0,0.06,N,4,0
25,78200,RENT,9.0,MEDICAL,E,12000,16.4,0.13,N,4,1
26,96000,RENT,2.0,EDUCATION,D,10000,15.28,0.1,Y,2,1
33,40000,MORTGAGE,17.0,PERSONAL,C,6000,12.68,0.15,Y,9,0
35,200000,RENT,7.0,MEDICAL,B,5000,,0.03,N,10,0
28,24000,RENT,0.0,DEBTCONSOLIDATION,B,5000,11.86,0.21,N,5,0
22,23000,RENT,3.0,DEBTCONSOLIDATION,B,3500,10.37,0.15,N,4,0
30,80000,MORTGAGE,2.0,EDUCATION,C,6000,14.17,0.07,Y,9,0
30,30240,RENT,1.0,EDUCATION,C,5000,14.72,0.17,Y,10,0
23,44500,RENT,2.0,EDUCATION,A,7000,8.0,0.16,N,2,0
53,95000,OWN,24.0,PERSONAL,A,6000,5.42,0.06,N,30,0
27,85248,RENT,0.0,MEDICAL,B,10000,9.99,0.12,N,9,0
23,42000,OWN,0.0,PERSONAL,A,6000,5.42,0.14,N,2,0
28,44500,MORTGAGE,4.0,VENTURE,A,6000,8.0,0.13,N,9,0
28,44000,RENT,0.0,HOMEIMPROVEMENT,C,5000,12.99,0.11,Y,5,1
26,88900,OWN,2.0,MEDICAL,B,5000,11.83,0.06,N,4,0
22,40800,MORTGAGE,6.0,PERSONAL,A,7975,5.79,0.2,N,3,0
25,30720,RENT,2.0,HOMEIMPROVEMENT,C,11000,13.72,0.36,N,2,1
28,65984,RENT,12.0,MEDICAL,D,10000,15.33,0.13,N,5,1
30,22000,OWN,4.0,VENTURE,B,6000,11.89,0.27,N,8,0
24,120390,RENT,8.0,HOMEIMPROVEMENT,A,3000,5.79,0.02,N,4,0
30,21300,RENT,1.0,DEBTCONSOLIDATION,C,4000,12.87,0.19,Y,7,0
24,84000,RENT,1.0,PERSONAL,A,12000,6.91,0.14,N,2,0
40,40000,OWN,12.0,HOMEIMPROVEMENT,B,13750,8.88,0.34,N,16,0
29,91080,MORTGAGE,4.0,HOMEIMPROVEMENT,D,15600,15.7,0.17,N,9,0
25,59600,MORTGAGE,5.0,EDUCATION,E,6000,16.45,0.1,N,4,1
30,60000,OWN,3.0,HOMEIMPROVEMENT,A,21000,7.9,0.35,N,5,0
40,550000,MORTGAGE,4.0,VENTURE,B,18000,11.12,0.03,N,12,0
23,140000,RENT,7.0,EDUCATION,A,9000,7.14,0.06,N,3,0
24,48000,MORTGAGE,9.0,VENTURE,A,8400,,0.17,N,4,0
25,78000,MORTGAGE,9.0,EDUCATION,B,14200,11.48,0.18,N,3,0
41,34800,RENT,4.0,DEBTCONSOLIDATION,B,5000,11.99,0.14,N,14,0
34,45204,MORTGAGE,4.0,PERSONAL,A,5000,9.63,0.11,N,9,0
30,119000,MORTGAGE,14.0,PERSONAL,C,25000,12.73,0.21,Y,8,0
24,95000,OWN,8.0,PERSONAL,C,4800,13.43,0.05,N,3,0
38,66000,MORTGAGE,8.0,DEBTCONSOLIDATION,D,5000,12.92,0.08,N,16,1
38,30132,RENT,,MEDICAL,C,3000,13.85,0.1,Y,14,1
25,34200,RENT,1.0,EDUCATION,B,4000,,0.12,N,2,0
23,21600,RENT,1.0,DEBTCONSOLIDATION,C,2400,15.23,0.11,N,4,1
35,41000,RENT,2.0,EDUCATION,C,7000,13.49,0.17,Y,7,0
27,57000,OWN,11.0,EDUCATION,A,15000,6.03,0.26,N,6,0
30,49000,OWN,7.0,PERSONAL,B,8500,12.18,0.17,N,8,0
22,58000,RENT,4.0,PERSONAL,C,5000,13.85,0.09,N,2,0
26,9840,RENT,5.0,VENTURE,B,1750,9.99,0.18,N,4,1
23,42900,OWN,6.0,MEDICAL,A,1000,6.76,0.02,N,3,0
24,47000,RENT,3.0,MEDICAL,A,7000,6.54,0.15,N,4,0
25,55000,MORTGAGE,3.0,DEBTCONSOLIDATION,A,24200,8.49,0.44,N,2,0
25,37000,MORTGAGE,6.0,HOMEIMPROVEMENT,D,7000,15.62,0.19,Y,3,0
23,22300,OWN,1.0,MEDICAL,B,7500,11.12,0.34,N,4,0
31,85000,RENT,5.0,VENTURE,C,16000,11.34,0.19,N,6,0
34,52000,RENT,1.0,EDUCATION,B,6000,12.53,0.12,N,9,0
22,75000,RENT,0.0,MEDICAL,B,10800,9.62,0.14,N,3,0
25,25000,RENT,5.0,HOMEIMPROVEMENT,B,3450,11.99,0.14,N,4,1
29,35000,RENT,6.0,EDUCATION,C,4000,15.23,0.11,Y,9,0
24,30000,RENT,0.0,MEDICAL,D,10000,14.61,0.33,N,3,1
24,45000,MORTGAGE,8.0,HOMEIMPROVEMENT,A,4200,7.14,0.09,N,2,0
32,38000,RENT,0.0,EDUCATION,B,7200,10.08,0.19,N,7,0
28,165000,MORTGAGE,5.0,DEBTCONSOLIDATION,B,12400,11.26,0.08,N,8,0
21,36000,RENT,0.0,EDUCATION,B,1500,10.37,0.04,N,4,0
23,83000,MORTGAGE,5.0,DEBTCONSOLIDATION,D,5000,14.61,0.06,N,2,1
21,35000,OWN,2.0,MEDICAL,A,11000,7.88,0.31,N,2,0
30,41000,RENT,7.0,VENTURE,A,9600,,0.23,N,9,0
22,32400,RENT,3.0,VENTURE,D,2400,16.77,0.07,Y,3,0
60,45600,RENT,1.0,PERSONAL,B,20000,10.0,0.44,N,20,1
33,39504,MORTGAGE,17.0,EDUCATION,A,3000,7.37,0.08,N,5,0
32,96000,RENT,8.0,HOMEIMPROVEMENT,A,9500,,0.1,N,5,0
25,57700,MORTGAGE,9.0,HOMEIMPROVEMENT,A,9000,,0.16,N,3,0
28,110000,RENT,2.0,HOMEIMPROVEMENT,C,10000,13.22,0.09,N,5,0
22,30000,RENT,1.0,EDUCATION,B,6000,10.65,0.2,N,2,0
24,63000,RENT,2.0,EDUCATION,A,5000,9.32,0.08,N,4,0
29,120000,MORTGAGE,8.0,MEDICAL,A,28000,7.9,0.23,N,8,0
22,38000,RENT,2.0,EDUCATION,C,6000,13.57,0.16,Y,4,0
33,82000,MORTGAGE,2.0,PERSONAL,B,20000,10.99,0.24,N,10,0
27,72000,MORTGAGE,7.0,PERSONAL,B,4200,,0.06,N,5,0
28,90000,MORTGAGE,9.0,DEBTCONSOLIDATION,A,4000,8.0,0.04,N,6,0
22,65000,RENT,0.0,EDUCATION,A,3000,6.99,0.05,N,4,0
29,36100,MORTGAGE,2.0,PERSONAL,C,14000,14.27,0.39,N,5,0
21,47580,MORTGAGE,5.0,EDUCATION,A,14000,6.03,0.29,N,2,0
21,33996,RENT,3.0,PERSONAL,B,5000,9.25,0.15,N,3,1
22,58000,RENT,2.0,PERSONAL,A,6000,6.92,0.1,N,4,0
23,28800,RENT,5.0,EDUCATION,B,2800,10.38,0.1,N,2,0
23,81000,RENT,7.0,EDUCATION,C,18000,13.98,0.22,N,4,0
28,42000,RENT,0.0,VENTURE,B,12000,11.11,0.29,N,9,0
31,62050,RENT,0.0,MEDICAL,D,3600,15.95,0.05,N,9,1
26,105000,RENT,1.0,DEBTCONSOLIDATION,B,12100,,0.12,N,3,0
29,54000,MORTGAGE,1.0,VENTURE,D,10000,16.89,0.19,N,5,0
24,141000,MORTGAGE,0.0,VENTURE,A,10000,5.99,0.07,N,3,0
21,98280,MORTGAGE,2.0,DEBTCONSOLIDATION,A,10000,6.62,0.1,N,2,0
29,53500,MORTGAGE,3.0,DEBTCONSOLIDATION,C,5000,13.49,0.09,N,10,0
23,45000,RENT,4.0,EDUCATION,C,4800,13.98,0.11,N,3,0
29,35000,RENT,1.0,VENTURE,A,15000,7.9,0.43,N,10,1
24,25000,RENT,0.0,VENTURE,B,8500,11.71,0.34,N,3,1
26,48000,MORTGAGE,10.0,PERSONAL,B,2000,10.99,0.04,N,2,0
22,64000,MORTGAGE,1.0,DEBTCONSOLIDATION,A,6625,6.62,0.1,N,2,0
30,105000,MORTGAGE,5.0,EDUCATION,B,20000,11.83,0.19,N,5,0
23,113000,MORTGAGE,0.0,VENTURE,G,19750,21.21,0.17,N,4,1
25,100000,MORTGAGE,3.0,EDUCATION,B,25000,10.75,0.25,N,4,0
23,31200,RENT,0.0,MEDICAL,E,15250,17.93,0.49,N,2,1
28,110000,MORTGAGE,0.0,VENTURE,E,15000,16.32,0.14,Y,5,0
29,30000,RENT,3.0,DEBTCONSOLIDATION,C,3000,,0.1,Y,6,1
27,102500,MORTGAGE,0.0,DEBTCONSOLIDATION,B,9000,11.49,0.09,N,6,0
26,70000,MORTGAGE,3.0,MEDICAL,B,3200,9.25,0.05,N,4,0
24,84000,RENT,8.0,MEDICAL,B,21000,10.75,0.25,N,4,0
47,37000,MORTGAGE,6.0,HOMEIMPROVEMENT,A,7400,8.0,0.2,N,15,0
26,22406,RENT,5.0,HOMEIMPROVEMENT,A,2500,6.76,0.11,N,2,1
29,90000,RENT,5.0,MEDICAL,C,15000,13.85,0.17,Y,10,0
30,87580,OWN,15.0,MEDICAL,A,4700,,0.05,N,7,0
22,61000,RENT,3.0,MEDICAL,B,5000,9.99,0.08,N,2,0
35,67000,MORTGAGE,10.0,PERSONAL,A,3300,7.88,0.05,N,6,0
25,44000,RENT,1.0,EDUCATION,A,2800,6.92,0.06,N,3,0
22,60000,RENT,4.0,EDUCATION,A,20000,7.88,0.33,N,3,1
31,105600,RENT,5.0,DEBTCONSOLIDATION,B,17700,10.99,0.17,N,6,0
22,17772,RENT,0.0,MEDICAL,A,2150,,0.12,N,4,0
27,223000,RENT,4.0,EDUCATION,D,12000,14.96,0.05,N,6,1
